# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_scf            16:(.)p_scf              17:(.)w_scf              18:phi_scf               19:phi'_scf              20:V_scf                 21:V'_scf                22:V''_scf               23:gr.fac. D             24:gr.fac. f          
       9.261382558559e+13       8.812196612153e-26       5.004039849155e-09       1.850596348697e+22       1.446184042732e+04       1.561520683966e-10       1.339366366982e+18       2.889372237778e-09       2.024334923495e+44       1.947331947224e+33       1.063997003481e+34       2.477328854993e-08       1.400371922191e+44       3.424706845811e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -5.623838402907e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       8.079208730582e-07       1.303241468694e+01 
       9.197003533823e+13       8.935999162357e-26       5.040419637226e-09       1.824957520492e+22       1.446184042732e+04       1.572451328754e-10       1.330055975156e+18       2.909597843442e-09       1.968631751041e+44       1.907003882029e+33       1.041962269965e+34       2.477328854993e-08       1.361838200436e+44       3.330469951600e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -6.163694028235e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       8.813682251544e-07       1.194638012970e+01 
       9.133072029615e+13       9.061541014589e-26       5.074980435893e-09       1.799673901845e+22       1.446184042732e+04       1.583458488056e-10       1.320810303035e+18       2.929965028346e-09       1.914461350357e+44       1.867510986638e+33       1.020383862434e+34       2.477328854993e-08       1.324364802505e+44       3.238826152983e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -6.709134499922e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       9.548155772505e-07       1.102742781203e+01 
       9.069584935070e+13       9.188846604302e-26       5.109541234560e-09       1.774740571556e+22       1.446184042732e+04       1.594542697472e-10       1.311628900730e+18       2.950474783544e-09       1.861781544502e+44       1.828835965191e+33       9.992523306542e+33       2.477328854993e-08       1.287922551705e+44       3.149704096326e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -7.260358716626e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.028262929347e-06       1.023975439688e+01 
       9.006539160943e+13       9.317940710246e-26       5.145921022631e-09       1.750152676602e+22       1.446184042732e+04       1.605704496354e-10       1.302511321479e+18       2.971128107029e-09       1.810551317112e+44       1.790961880015e+33       9.785584200989e+33       2.477328854993e-08       1.252483074190e+44       3.063034391418e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -7.817568663835e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.101710281443e-06       9.557104103757e+00 
       8.943931639467e+13       9.448848459284e-26       5.182300810702e-09       1.725905431200e+22       1.446184042732e+04       1.616944427829e-10       1.293457121628e+18       2.991926003778e-09       1.760730780460e+44       1.753872144203e+33       9.582930678975e+33       2.477328854993e-08       1.218018776871e+44       2.978749557444e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -8.380969494652e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.175157633539e-06       8.959785097272e+00 
       8.881759324197e+13       9.581595331288e-26       5.218680598773e-09       1.701994115866e+22       1.446184042732e+04       1.628263038823e-10       1.284465860604e+18       3.012869485804e-09       1.712281144399e+44       1.717550514356e+33       9.384473988662e+33       2.477328854993e-08       1.184502825932e+44       2.896783970443e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -8.950769612073e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.248604985635e-06       8.432738915079e+00 
       8.820019189868e+13       9.716207164097e-26       5.255060386844e-09       1.678414076505e+22       1.446184042732e+04       1.639660880095e-10       1.275537100897e+18       3.033959572205e-09       1.665164686165e+44       1.681981083465e+33       9.190127216208e+33       2.477328854993e-08       1.151909125938e+44       2.817073812212e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -9.527180752799e-77       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.322052337731e-06       7.964253419797e+00 
       8.758708232243e+13       9.852710158545e-26       5.291440174915e-09       1.655160723501e+22       1.446184042732e+04       1.651138506256e-10       1.266670408041e+18       3.055197289210e-09       1.619344721000e+44       1.647148273944e+33       8.999805247701e+33       2.477328854993e-08       1.120212299515e+44       2.739557020621e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.011041807260e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.395499689827e-06       7.545082187175e+00 
       8.697823467967e+13       9.991130883562e-26       5.329638952389e-09       1.632229530823e+22       1.446184042732e+04       1.662696475800e-10       1.257865350587e+18       3.076583670235e-09       1.574785573594e+44       1.613036830811e+33       8.813424731891e+33       2.477328854993e-08       1.089387667592e+44       2.664173241290e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.070070023330e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.468947041923e-06       7.167828077816e+00 
       8.637361934426e+13       1.013149628135e-25       5.366018740460e-09       1.609616035145e+22       1.446184042732e+04       1.674335351130e-10       1.249121500086e+18       3.098119755926e-09       1.531452550306e+44       1.579631815005e+33       8.630904043679e+33       2.477328854993e-08       1.059411230189e+44       2.590863780597e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.129824949137e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.542394394019e-06       6.826502931254e+00 
       8.577320689599e+13       1.027383367260e-25       5.404217517935e-09       1.587315834980e+22       1.446184042732e+04       1.686055698588e-10       1.240438431069e+18       3.119806594217e-09       1.489311912151e+44       1.546918596845e+33       8.452163248374e+33       2.477328854993e-08       1.030259647727e+44       2.519571559978e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.190329178820e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.615841746115e-06       6.516207343469e+00 
       8.517696811915e+13       1.041817076187e-25       5.440597306006e-09       1.565324589818e+22       1.446184042732e+04       1.697858088478e-10       1.231815721022e+18       3.141645240377e-09       1.448330848536e+44       1.514882849619e+33       8.277124066682e+33       2.477328854993e-08       1.001910222855e+44       2.450241071488e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.251605684211e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.689289098212e-06       6.232893980709e+00 
       8.458487400115e+13       1.056453564290e-25       5.478796083480e-09       1.543638019285e+22       1.446184042732e+04       1.709743095098e-10       1.223252950369e+18       3.163636757059e-09       1.408477451704e+44       1.483510543315e+33       8.105709840428e+33       2.477328854993e-08       9.743408827823e+43       2.382818334582e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.313677824209e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.762736450308e-06       5.973190064846e+00 
       8.399689573103e+13       1.071295680415e-25       5.518813850358e-09       1.522251902310e+22       1.446184042732e+04       1.721711296763e-10       1.214749702452e+18       3.185782214359e-09       1.369720691902e+44       1.452787938474e+33       7.937845498980e+33       2.477328854993e-08       9.475301620897e+43       2.317250854086e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.376569354332e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.836183802404e-06       5.734262462252e+00 
       8.341300469814e+13       1.086346313429e-25       5.557012627833e-09       1.501162076300e+22       1.446184042732e+04       1.733763275841e-10       1.206305563508e+18       3.208082689859e-09       1.332030393213e+44       1.422701580172e+33       7.773457526374e+33       2.477328854993e-08       9.214571860169e+43       2.253487579321e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.440304436455e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.909631154500e-06       5.513713906012e+00 
       8.283317249071e+13       1.101608392786e-25       5.595211405307e-09       1.480364436334e+22       1.446184042732e+04       1.745899618772e-10       1.197920122649e+18       3.230539268688e-09       1.295377210063e+44       1.393238292127e+33       7.612473929117e+33       2.477328854993e-08       8.961016542097e+43       2.191478864363e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.504907648730e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       1.983078506596e-06       5.309502279863e+00 
       8.225737089444e+13       1.117084889096e-25       5.635229172185e-09       1.459854934362e+22       1.446184042732e+04       1.758120916103e-10       1.189592971846e+18       3.253153043568e-09       1.259732604377e+44       1.364385170934e+33       7.454824204656e+33       2.477328854993e-08       8.714438249143e+43       2.131176429380e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.570403995706e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.056525858692e-06       5.119877198439e+00 
       8.168557189121e+13       1.132778814703e-25       5.673427949660e-09       1.439629578415e+22       1.446184042732e+04       1.770427762516e-10       1.181323705905e+18       3.275925114873e-09       1.225068823353e+44       1.336129580404e+33       7.300439310506e+33       2.477328854993e-08       8.474644996064e+43       2.072533323046e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.636818918635e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.129973210788e-06       4.943329708838e+00 
       8.111774765760e+13       1.148693224271e-25       5.713445716538e-09       1.419684431832e+22       1.446184042732e+04       1.782820756853e-10       1.173111922448e+18       3.298856590677e-09       1.191358877859e+44       1.308459146041e+33       7.149251634008e+33       2.477328854993e-08       8.241450080431e+43       2.015503885986e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.704178305986e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.203420562884e-06       4.778552051877e+00 
       8.055387056366e+13       1.164831215379e-25       5.753463483416e-09       1.400015612492e+22       1.446184042732e+04       1.795300502151e-10       1.164957221894e+18       3.321948586812e-09       1.158576521413e+44       1.281361749615e+33       7.001194962722e+33       2.477328854993e-08       8.014671937265e+43       1.960043715222e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.772508504160e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.276867914980e-06       4.624405211493e+00 
       7.999391317146e+13       1.181195929123e-25       5.793481250294e-09       1.380619292058e+22       1.446184042732e+04       1.807867605666e-10       1.156859207442e+18       3.345202226919e-09       1.126696229756e+44       1.254825523857e+33       6.856204455425e+33       2.477328854993e-08       7.794133997669e+43       1.906109629604e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.841836328411e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.350315267076e-06       4.479892548634e+00 
       7.943784823382e+13       1.197790550732e-25       5.835318006575e-09       1.361491695232e+22       1.446184042732e+04       1.820522678906e-10       1.148817485047e+18       3.368618642508e-09       1.095693180972e+44       1.228838847262e+33       6.714216613718e+33       2.477328854993e-08       7.579664551354e+43       1.853659636186e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.912189073990e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.423762619172e-06       4.344138228979e+00 
       7.888564869297e+13       1.214618310179e-25       5.875335773453e-09       1.342629099020e+22       1.446184042732e+04       1.833266337658e-10       1.140831663403e+18       3.392198973005e-09       1.065543236164e+44       1.203390339001e+33       6.575169254216e+33       2.477328854993e-08       7.371096612945e+43       1.802652897536e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -1.983594527498e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.497209971268e-06       4.216369457538e+00 
       7.833728767921e+13       1.231682482819e-25       5.917172529735e-09       1.324027832009e+22       1.446184042732e+04       1.846099202022e-10       1.132901353926e+18       3.415944365816e-09       1.036222920661e+44       1.178468853932e+33       6.439001481313e+33       2.477328854993e-08       7.168267791965e+43       1.753049699934e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.056080978468e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.570657323364e-06       4.095901758751e+00 
       7.779273850965e+13       1.248986390020e-25       5.957190296613e-09       1.305684273648e+22       1.446184042732e+04       1.859021896436e-10       1.125026170730e+18       3.439855976376e-09       1.007709405738e+44       1.154063477724e+33       6.305653660515e+33       2.477328854993e-08       6.971020166400e+43       1.704811422453e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.129677231172e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.644104675460e-06       3.982126709897e+00 
       7.725197468684e+13       1.266533399813e-25       5.999027052894e-09       1.287594853551e+22       1.446184042732e+04       1.872035049711e-10       1.117205730616e+18       3.463934968211e-09       9.799804908440e+43       1.130163522077e+33       6.175067392322e+33       2.477328854993e-08       6.779200159740e+43       1.657900506891e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.204412616667e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.717552027556e-06       3.874501663683e+00 
       7.671496989756e+13       1.284326927547e-25       6.040863809176e-09       1.269756050794e+22       1.446184042732e+04       1.885139295059e-10       1.109439653045e+18       3.488182512988e-09       9.530145863146e+43       1.106758520036e+33       6.047185486651e+33       2.477328854993e-08       6.592658421409e+43       1.612280428527e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.280317005072e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.790999379652e-06       3.772541093587e+00 
       7.618169801148e+13       1.302370436552e-25       6.084519554861e-09       1.252164393233e+22       1.446184042732e+04       1.898335270124e-10       1.101727560124e+18       3.512599790579e-09       9.267906965640e+43       1.083838221411e+33       5.921951937793e+33       2.477328854993e-08       6.411249710473e+43       1.567915667681e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.357420818097e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.864446731748e-06       3.675809270674e+00 
       7.565213307992e+13       1.320667438815e-25       6.126356311142e-09       1.234816456831e+22       1.446184042732e+04       1.911623617015e-10       1.094069076588e+18       3.537187989113e-09       9.012884037369e+43       1.061392588289e+33       5.799311899882e+33       2.477328854993e-08       6.234832782562e+43       1.524771682062e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.435755041812e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       2.937894083844e-06       3.583914038907e+00 
       7.512624933457e+13       1.339221495663e-25       6.170012056828e-09       1.217708864987e+22       1.446184042732e+04       1.925004982334e-10       1.086463829779e+18       3.561948305036e-09       8.764878518120e+43       1.039411790634e+33       5.679211662878e+33       2.477328854993e-08       6.063270279898e+43       1.482814879869e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.515351239682e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.011341435940e-06       3.496501501373e+00 
       7.460402118627e+13       1.358036218455e-25       6.211848813109e-09       1.200838287881e+22       1.446184042732e+04       1.938480017211e-10       1.078911449632e+18       3.586881943171e-09       8.523697311413e+43       1.017886201986e+33       5.561598629041e+33       2.477328854993e-08       5.896428624344e+43       1.442012593641e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.596241565849e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.084788788036e-06       3.413251465626e+00 
       7.408542322370e+13       1.377115269288e-25       6.255504558794e-09       1.184201441825e+22       1.446184042732e+04       1.952049377331e-10       1.071411568651e+18       3.611990116773e-09       8.289152634162e+43       9.968063952409e+32       5.446421289901e+33       2.477328854993e-08       5.734177913402e+43       1.402333054821e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.678458778696e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.158236140132e-06       3.333873524565e+00 
       7.357043021222e+13       1.396462361706e-25       6.299160304479e-09       1.167795088625e+22       1.446184042732e+04       1.965713722973e-10       1.063963821898e+18       3.637274047590e-09       8.061061870468e+43       9.761631385265e+32       5.333629203695e+33       2.477328854993e-08       5.576391819075e+43       1.363745369017e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.762036254667e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.231683492228e-06       3.258103671734e+00 
       7.305901709257e+13       1.416081261426e-25       6.344635039568e-09       1.151616034950e+22       1.446184042732e+04       1.979473719033e-10       1.056567846969e+18       3.662734965923e-09       7.839247429430e+43       9.559473911558e+32       5.223172973281e+33       2.477328854993e-08       5.422947489502e+43       1.326219491955e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.847008002375e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.305130844324e-06       3.185701367918e+00 
       7.255115897971e+13       1.435975787067e-25       6.388290785253e-09       1.135661131711e+22       1.446184042732e+04       1.993330035067e-10       1.049223283981e+18       3.688374110685e-09       7.623536606878e+43       9.361502996691e+32       5.115004224499e+33       2.477328854993e-08       5.273725453312e+43       1.289726206080e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -2.933408676992e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.378578196420e-06       3.116446990354e+00 
       7.204683116158e+13       1.456149810900e-25       6.433765520342e-09       1.119927273447e+22       1.446184042732e+04       2.007283345312e-10       1.041929775553e+18       3.714192729459e-09       7.413761450905e+43       9.167631939567e+32       5.009075584990e+33       2.477328854993e-08       5.128609526601e+43       1.254237097810e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -3.021273594926e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.452025548516e-06       3.050139607581e+00 
       7.154600909790e+13       1.476607259593e-25       6.477421266027e-09       1.104411397720e+22       1.446184042732e+04       2.021334328729e-10       1.034686966785e+18       3.740192078565e-09       7.209758631098e+43       8.977775834615e+32       4.905340663449e+33       2.477328854993e-08       4.987486722469e+43       1.219724535415e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -3.110638748801e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.525472900612e-06       2.986595032423e+00 
       7.104866841896e+13       1.497352114983e-25       6.522896001115e-09       1.089110484523e+22       1.446184042732e+04       2.035483669030e-10       1.027494505248e+18       3.766373423115e-09       7.011369311369e+43       8.791851534608e+32       4.803754029303e+33       2.477328854993e-08       4.850247163053e+43       1.186161647499e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -3.201540822730e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.598920252708e-06       2.925644113394e+00 
       7.055478492449e+13       1.518388414846e-25       6.568370736204e-09       1.074021555688e+22       1.446184042732e+04       2.049732054714e-10       1.020352040962e+18       3.792738037076e-09       6.818439026289e+43       8.609777614246e+32       4.704271192824e+33       2.477328854993e-08       4.716783993974e+43       1.153522302082e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -3.294017207907e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.672367604804e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720253686e-25       6.615664460696e-09       1.059141674306e+22       1.446184042732e+04       2.064080179097e-10       1.013259226377e+18       3.819287203336e-09       6.630817560821e+43       8.431474334498e+32       4.606848585634e+33       2.477328854993e-08       4.586993301144e+43       1.121781086251e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -3.388106018511e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.745814956900e-06       2.810912971692e+00 
       6.957729352772e+13       1.561351783530e-25       6.661139195785e-09       1.044467944158e+22       1.446184042732e+04       2.078528740350e-10       1.006215716362e+18       3.846022213759e-09       6.448358833359e+43       8.256863607683e+32       4.511443541634e+33       2.477328854993e-08       4.460774029851e+43       1.090913286374e+44       5.041666666667e-40      -5.041666666667e-40      -1.000000000000e+00       5.500000000000e+00      -3.483846107933e-76       1.512500000000e-39       1.512500000000e-39       1.512500000000e-39       3.819262308996e-06       2.756856953006e+00 
